Protein.Group	log2fc	ci_l	ci_r	mean_abundance	pval	adj_pval	comparison
P31224	0.11802418492905176	-0.01382827133651049	0.249876641194614	27.607249086883286	0.07437418669378491	0.4388799094415774	WT_vs_msrA
P0A6M8	0.1092286343097939	-0.01332578927220432	0.23178305789179213	30.84150381426038	0.07545522302749426	0.4443961681793703	WT_vs_msrA
P27294	0.2757412255359455	-0.034043360456425475	0.5855258115283164	22.096332335905874	0.07578322519309247	0.4454646448004024	WT_vs_msrA
P0A7L0	0.11268318168826852	-0.014022191555724872	0.2393885549322619	31.68361333897642	0.0760028306001274	0.4458930544281606	WT_vs_msrA
P22106	0.11310187530824933	-0.014163797811041073	0.24036754842753974	24.930625106549325	0.07618071447150691	0.4460755130614827	WT_vs_msrA
P0AER0	0.2838770159999271	-0.038144223044223935	0.6058982550440781	23.875905890632797	0.07824471209827609	0.45352494556040984	WT_vs_msrA
P0A937	-0.14425642647139014	-0.30793090361626263	0.019418050673482373	27.382161489275425	0.07829894217996171	0.45352494556040984	WT_vs_msrA
P0AGH8	-1.4967802764783542	-3.195069527845406	0.2015089748886978	18.6475235219909	0.07830357562249098	0.45352494556040984	WT_vs_msrA
P32705	1.0806027530394609	-0.1454929952819226	2.3066985013608443	23.820944543088952	0.0783063662175967	0.45352494556040984	WT_vs_msrA
P33650	0.18911317252823778	-0.025495217375344825	0.4037215624318204	28.042797062207068	0.07834585206214953	0.45352494556040984	WT_vs_msrA
P37348	-0.2023482125986824	-0.43198833218494426	0.02729190698757944	21.259669380083235	0.07835977363197202	0.45352494556040984	WT_vs_msrA
P0A9U3	0.10642193445319847	-0.014418358443298612	0.22726222734969556	25.393568806645725	0.07849757201868232	0.45352494556040984	WT_vs_msrA
P0A8D6	0.15893245153868207	-0.021791410670435357	0.3396563137477995	25.30007189223863	0.07886757402172519	0.4547786116582981	WT_vs_msrA
P0AG44	0.12049691487857217	-0.016598953825596896	0.25759278358274124	31.570448439488377	0.07901385552997084	0.4547786116582981	WT_vs_msrA
P00350	0.11715897366660499	-0.016343606791685256	0.2506615541248952	29.69534833683597	0.07941130532286926	0.4557640332635594	WT_vs_msrA
P52108	0.1180560593409723	-0.01650692000411058	0.2526190386860552	24.418748575437178	0.0794850074464253	0.4557640332635594	WT_vs_msrA
P0AER3	0.26318403416322766	-0.03725448643907847	0.5636225547655338	21.75209407735638	0.079879792180207	0.4571651382968909	WT_vs_msrA
P39358	0.1513683322563253	-0.02173144509050412	0.3244681096031547	25.01745663062829	0.08034001780999706	0.4589348009860546	WT_vs_msrA
P0AEE3	-0.1817546704914328	-0.38996836655833245	0.026459025575466838	23.037535531485315	0.08079996755373539	0.46066889416824314	WT_vs_msrA
P45523	0.10348302345266802	-0.01513085670436054	0.22209690360969658	29.393787425558692	0.08094675534249485	0.46066889416824314	WT_vs_msrA
P0AAL3	-0.3345390354385316	-0.7184015013945859	0.04932343051752269	18.850390296699846	0.08122691610860716	0.46074533768664033	WT_vs_msrA
P39263	0.3386195046425904	-0.05012832442595583	0.7273673337111366	22.667583275479053	0.08136475414477054	0.46074533768664033	WT_vs_msrA
P62672	-0.16723612504497964	-0.35930904338056335	0.024836793290604064	24.833872744851753	0.08147409929284939	0.46074533768664033	WT_vs_msrA
P21517	-0.14334947238776152	-0.3080459725943726	0.02134702781884959	21.34263353884387	0.08156663102185341	0.46074533768664033	WT_vs_msrA
P21169	0.10316592642607247	-0.015539178518792357	0.2218710313709373	22.60510604323057	0.08195930647856578	0.4615758367293411	WT_vs_msrA
P0AEK7	-0.5281981067783725	-1.13608843135322	0.07969221779647495	21.152987231502067	0.0820174240980073	0.4615758367293411	WT_vs_msrA
P0AEQ6	0.1861931058566455	-0.028316574478578577	0.4007027861918696	24.0412763209927	0.08229526276251031	0.4622833706751735	WT_vs_msrA
P61887	0.1742467870197828	-0.027356733349133133	0.37585030738869873	23.966766451089416	0.0834311591528395	0.46779943296213883	WT_vs_msrA
P0A978	0.569984977086861	-0.0902172492370431	1.230187203410765	21.145870310499703	0.08372758909953691	0.4685969489382922	WT_vs_msrA
P23173	-0.21331441086722336	-0.4605655133836227	0.03393669164917604	27.405283531419844	0.08391585497854759	0.4687502713959549	WT_vs_msrA
P31133	0.49886175508764197	-0.07968263850043522	1.0774061486757192	23.438361050680808	0.08406347413978131	0.4687502713959549	WT_vs_msrA
P60340	0.069623259983004	-0.011212642402724363	0.15045916236873236	24.587604874725145	0.08436948296022084	0.4695949793335369	WT_vs_msrA
P76082	1.0224034441788739	-0.165651419386472	2.2104583077442195	19.908646534399992	0.08459580714518168	0.46999389015394355	WT_vs_msrA
P0A9A9	0.18415016377047877	-0.029987137524240814	0.39828746506519835	28.335006955013277	0.08478623585882845	0.4701922824360943	WT_vs_msrA
P80645	-0.32830310402587415	-0.7105539538127226	0.053947745760974275	17.47277263249445	0.08513117405192057	0.47120600777203026	WT_vs_msrA
P39407	-0.15100896065596814	-0.32692810122904903	0.02491017991711275	23.660801240811907	0.08527913928088734	0.47120600777203026	WT_vs_msrA
P76369	0.29143855015180264	-0.04845495954007023	0.6313320598436756	21.686778055503815	0.08558285900388993	0.4716515023184154	WT_vs_msrA
P26602	-0.1336372738285334	-0.2895432795619204	0.022268731904853595	23.14440964104146	0.08567016429080794	0.4716515023184154	WT_vs_msrA
P0ACE0	0.1423041974285475	-0.024014946927433528	0.30862334178452855	27.720213638606538	0.0861656464895255	0.47325022161880653	WT_vs_msrA
P77301	-0.16371503281019884	-0.35513276114865455	0.027702695528256854	22.162031520851908	0.08627200486239514	0.47325022161880653	WT_vs_msrA
P0A8W2	-0.11801220970793125	-0.2564039646623383	0.020379545246475783	26.176862042818783	0.08708595328815247	0.475666970539035	WT_vs_msrA
P0AG93	0.11508880911113195	-0.01991919522936167	0.2500968134516256	25.90370679755436	0.08717658321609803	0.475666970539035	WT_vs_msrA
P0ABA0	0.31394942077106336	-0.05434477165707585	0.6822436131992026	28.37533250500017	0.0871821331326892	0.475666970539035	WT_vs_msrA
P07862	-0.08875094089826518	-0.19322763737974974	0.01572575558321937	25.55605159753025	0.08814248258864991	0.4795088112040018	WT_vs_msrA
P0AAG0	0.5318864672592625	-0.09437905952998238	1.1581519940485072	24.33470159689258	0.08820185109017342	0.4795088112040018	WT_vs_msrA
P0AED0	0.40221640794558766	-0.07270655958155842	0.8771393754727337	28.823161323611632	0.08898451114980008	0.4828998739004329	WT_vs_msrA
P31600	-0.14383472518945695	-0.3139602096679485	0.026290759289034626	22.478170960087805	0.08946121585012466	0.4835345391035499	WT_vs_msrA
P00909	0.10970375985654357	-0.020073977853281716	0.23948149756636886	22.837885119147625	0.08950822158031027	0.4835345391035499	WT_vs_msrA
P39376	-0.21344893675467702	-0.46613029356911717	0.03923242005976313	23.340800117185207	0.08970172641728588	0.4835345391035499	WT_vs_msrA
P09348	-0.5833959869034224	-1.2741108127416205	0.10731883893477556	21.48338715798514	0.089737900643107	0.4835345391035499	WT_vs_msrA
P31828	0.19861490213788002	-0.03736270167988398	0.434592505955644	23.405771242813564	0.09072306001800312	0.487505898077032	WT_vs_msrA
P18392	0.10426793465572715	-0.01967347235057526	0.22820934166202955	22.12968438497158	0.09085720344178748	0.487505898077032	WT_vs_msrA
P24188	0.334289987911081	-0.06335079058918686	0.7319307664113488	22.670245507924925	0.0910533439530842	0.487505898077032	WT_vs_msrA
P0AB58	0.12765006383760635	-0.024224786499420115	0.2795249141746328	23.378835659677723	0.09111660089100171	0.487505898077032	WT_vs_msrA
P37051	0.11371977140344924	-0.021879226470115143	0.24931876927701363	25.60627670257665	0.09173942347222577	0.4899755851179159	WT_vs_msrA
P52126	0.2409702749999063	-0.04654692057388826	0.5284874705737008	18.608663813193044	0.0919222819967099	0.4900909034877218	WT_vs_msrA
P0A7A2	0.08743382298717961	-0.016981853752985804	0.19184949972734502	25.0607302298468	0.09217478496765318	0.49049060243334985	WT_vs_msrA
P75791	0.5119002427626356	-0.09973610834696156	1.1235365938722328	22.849576724995185	0.09232004757876805	0.49049060243334985	WT_vs_msrA
P0ACY1	-0.09939939244795326	-0.2182690333943346	0.019470248498428072	28.32955428115172	0.09256885173561868	0.490954171770585	WT_vs_msrA
P39367	0.1863047043942423	-0.03676883562886715	0.4093782444173517	23.1946091873884	0.09292182110275447	0.4919676207861861	WT_vs_msrA
P0ACE3	0.23326812739173874	-0.04638521719864819	0.5129214719821257	23.5893660992899	0.09327780299334791	0.4929934666031031	WT_vs_msrA
P12282	-0.12996034532886824	-0.2859389881702227	0.02601829751248616	23.339716445561862	0.09360107424129757	0.49337174832570807	WT_vs_msrA
P0AD49	0.24532390270996984	-0.04918916901455539	0.5398369744344951	30.622749074794648	0.09367407001774714	0.49337174832570807	WT_vs_msrA
P03004	0.07396127524576102	-0.01500064587150382	0.16292319636302585	24.623722443127203	0.09422714054410172	0.49469563193639143	WT_vs_msrA
P25736	-0.9750931582040643	-2.148192300701189	0.19800598429306082	17.33654693222189	0.09428609802039704	0.49469563193639143	WT_vs_msrA
P39377	-0.2726268721613252	-0.600759609756838	0.05550586543418762	26.90551663896377	0.09441377641431623	0.49469563193639143	WT_vs_msrA
P68699	0.25578249989383295	-0.05230985917846892	0.5638748589661349	30.697911814723387	0.09463259418244797	0.4949887327374516	WT_vs_msrA
P69503	0.10970741914125526	-0.022725217931294867	0.24214005621380538	27.154650799297606	0.09526501361019056	0.49730547844201545	WT_vs_msrA
P09546	0.49716226357058346	-0.10326918489363934	1.0975937120348063	26.773877284647302	0.09540279497587859	0.49730547844201545	WT_vs_msrA
P0AAH4	-0.08205670500410278	-0.18126767025706503	0.017154260248859465	23.114126518535294	0.09572412811877175	0.4979759934601421	WT_vs_msrA
P75913	0.09679787237716297	-0.020316895962773404	0.21391264071709937	25.982754190133033	0.09592531442287343	0.4979759934601421	WT_vs_msrA
Q47702	0.24994079766792865	-0.05256149737482252	0.5524430927106798	17.2023593825545	0.09602301157211032	0.4979759934601421	WT_vs_msrA
P0AGE6	-0.1416494031056672	-0.3133530651534199	0.030054258942085466	26.64422537301487	0.09647532331162073	0.49797684604366804	WT_vs_msrA
P0A7N1	0.34213360372416446	-0.0730225108584206	0.7572897183067495	18.742928184888093	0.0967789302861332	0.49797684604366804	WT_vs_msrA
P37744	0.126315991188104	-0.0270591159822956	0.2796910983585036	27.00591994848482	0.09696831102286535	0.49797684604366804	WT_vs_msrA
P0A705	0.08432450192680463	-0.01808114417567812	0.1867301480292874	28.662004608153296	0.09701795968550725	0.49797684604366804	WT_vs_msrA
P16659	0.09197150671726462	-0.01978292051095934	0.20372593394548857	27.76534569177814	0.09718091191828222	0.49797684604366804	WT_vs_msrA
P60723	0.10016676127656865	-0.02157205288238996	0.22190557543552725	31.203631046593014	0.09724442905877768	0.49797684604366804	WT_vs_msrA
P0A7E1	0.21535165605762074	-0.046474521348535414	0.4771778334637769	25.58342849308816	0.097352203295678	0.49797684604366804	WT_vs_msrA
P27434	0.11502758009104852	-0.024998164151013802	0.25505332433311084	26.934563211555087	0.09771851135488822	0.49797684604366804	WT_vs_msrA
P16430	-0.4820607958441805	-1.0691082796114695	0.1049866879231085	24.26238968760052	0.09783072624031454	0.49797684604366804	WT_vs_msrA
P23865	0.09130757686103408	-0.019901778484191113	0.20251693220625927	25.37073290847283	0.09787351913098354	0.49797684604366804	WT_vs_msrA
P0AFR4	-0.15593695346051817	-0.34590974911324657	0.03403584219221026	27.01793948689036	0.09794670806475088	0.49797684604366804	WT_vs_msrA
Q46820	0.18108076177999166	-0.0395559394556641	0.4017174630156474	22.938901704244667	0.09798952087335093	0.49797684604366804	WT_vs_msrA
Q46939	0.22071795449835108	-0.04865179381396201	0.49008770281066416	22.86283836503498	0.09846928014816413	0.4980072099780485	WT_vs_msrA
P0A991	-0.2187226903841406	-0.4856612016785554	0.04821582091027421	28.96600060375473	0.09847352625452266	0.4980072099780485	WT_vs_msrA
P0AAE2	-0.27326039592226437	-0.6071129438156172	0.06059215197108847	22.68727285914149	0.09878739761363652	0.4980072099780485	WT_vs_msrA
P13518	0.08923077304974214	-0.01982754833430536	0.19828909443378964	22.192416783707976	0.09890076031562929	0.4980072099780485	WT_vs_msrA
P37657	0.2708112811033274	-0.06032947095735347	0.6019520331640082	22.7274772025707	0.09903849610566623	0.4980072099780485	WT_vs_msrA
P0AB71	-0.10565600827904831	-0.23485614545720204	0.023544128899105427	31.666496998026844	0.09905413674772837	0.4980072099780485	WT_vs_msrA
P0AC41	0.14733352035918656	-0.03288516057923199	0.3275522012976051	29.07723469050174	0.09914260020951607	0.4980072099780485	WT_vs_msrA
P12008	0.09571558409164282	-0.02186525654603573	0.21329642472932137	24.34063285330896	0.1004155964701828	0.5035693030905701	WT_vs_msrA
P00634	0.37768580429142773	-0.0876293597086239	0.8430009682914794	23.02544835838466	0.10128712535909713	0.5038526440629231	WT_vs_msrA
P46118	0.09478639058663418	-0.022080930139628377	0.21165371131289673	24.298721048331377	0.1015160057766131	0.5038526440629231	WT_vs_msrA
P0A7X6	0.11829015464602222	-0.027717034163128096	0.26429734345517253	25.679730152714505	0.10184787363747944	0.5038526440629231	WT_vs_msrA
P60785	0.0695673376243171	-0.016307291211501693	0.15544196646013592	26.697780291568375	0.10187137244629751	0.5038526440629231	WT_vs_msrA
P52613	-1.1050293940426918	-2.469283946639308	0.2592251585539247	17.526849619102816	0.10191448413397211	0.5038526440629231	WT_vs_msrA
P05055	0.10267261918849258	-0.024109227508866488	0.22945446588585164	29.1764630050865	0.10197063697588075	0.5038526440629231	WT_vs_msrA
P31447	0.2779590081693968	-0.06527443522032023	0.6211924515591138	18.543985686749544	0.10197509073431726	0.5038526440629231	WT_vs_msrA
P0A894	-0.12211259349533776	-0.2731288652859348	0.02890367829525925	24.893854291357684	0.1024302798579974	0.5038526440629231	WT_vs_msrA
P23538	0.14048898773942042	-0.03327211211153219	0.31425008759037304	28.767849366909076	0.10246300359968928	0.5038526440629231	WT_vs_msrA
P69922	0.14626883150823033	-0.03473007752528337	0.327267740541744	24.74638198784491	0.10261205100268633	0.5038526440629231	WT_vs_msrA
P0A6E9	-0.1035761264720918	-0.23175769603583649	0.024605443091652884	25.88015967265783	0.10264116158355069	0.5038526440629231	WT_vs_msrA
P33920	0.13900061933839325	-0.03306831181543768	0.3110695504922242	25.72550832088888	0.1027247141609797	0.5038526440629231	WT_vs_msrA
P0AGB3	0.17708049190284925	-0.04214119429865404	0.39630217810435253	20.931641161365828	0.10274359713208185	0.5038526440629231	WT_vs_msrA
P75823	-0.08682699471349054	-0.19444461708701244	0.02079062766003137	26.152286981436784	0.1031038172589019	0.5038526440629231	WT_vs_msrA
P40711	-0.22321425874520529	-0.5000319117382492	0.05360339424783872	21.577409785193414	0.10327391847316462	0.5038526440629231	WT_vs_msrA
P0AGH5	0.17788426284821668	-0.042866097841956025	0.3986346235383894	20.718187276109933	0.10347837306870282	0.5038526440629231	WT_vs_msrA
P31475	-0.1293520673752191	-0.28993313667958953	0.031229001929151373	25.636879090198153	0.10358843522129066	0.5038526440629231	WT_vs_msrA
P27238	0.16088817081006113	-0.0388447795341606	0.36062112115428285	23.231011605875857	0.10359168168769212	0.5038526440629231	WT_vs_msrA
P0A6A0	0.10348330639645198	-0.024997855126014712	0.23196446791891867	24.426886083456075	0.10362221208928164	0.5038526440629231	WT_vs_msrA
P0A8X2	0.270186801983062	-0.06688364806893271	0.6072572520350568	24.347015411197475	0.10509139842372746	0.509643369254648	WT_vs_msrA
P0ACF8	0.2614391378514931	-0.06477891702391947	0.5876571927269056	31.516646560674833	0.10514853324207446	0.509643369254648	WT_vs_msrA
Q46911	0.3013260612605748	-0.0750798920899951	0.6777320146111447	20.031847919587427	0.10548983462306942	0.510483451304949	WT_vs_msrA
P07014	0.1276355043922699	-0.03214861066716648	0.28741961945170624	28.646536117970516	0.10615833204560157	0.5129017028403549	WT_vs_msrA
P0A8V6	0.09612364009159435	-0.02438637437801329	0.21663365456120198	27.27750165197168	0.10660718349501687	0.5142527470497719	WT_vs_msrA
P36672	0.1303814500967313	-0.033605704757461	0.2943686049509236	28.50809164978748	0.10760790767310621	0.5162702899874527	WT_vs_msrA
P37769	-0.09030457368373845	-0.20389394394409283	0.023284796576615918	23.82298808033466	0.10763220057505263	0.5162702899874527	WT_vs_msrA
P18133	0.14774443293266515	-0.038135882850318076	0.3336247487156484	23.426788853256692	0.10769977286477349	0.5162702899874527	WT_vs_msrA
P45464	0.09863362036266565	-0.02552145187841165	0.22278869260374295	25.434139465288617	0.10785546216249185	0.5162702899874527	WT_vs_msrA
P0AEK2	0.09895905597133847	-0.025728211401773254	0.2236463233444502	29.214662805887066	0.10816193049254257	0.5162702899874527	WT_vs_msrA
P0A8A2	0.13989110080019174	-0.036388331227146326	0.3161705328275298	27.091066868429277	0.1081942448853292	0.5162702899874527	WT_vs_msrA
P22186	-0.3144626652131244	-0.7107488979733662	0.08182356754711739	22.88221672561812	0.10821460175123639	0.5162702899874527	WT_vs_msrA
P0AA16	0.1236482398472134	-0.03237005590205427	0.2796665355964811	27.479234429472907	0.10860844998014679	0.5167194908611449	WT_vs_msrA
P63228	-0.20151536005079507	-0.4558580034726235	0.05282728337103337	24.833500965256057	0.10869732188553947	0.5167194908611449	WT_vs_msrA
P0A9G8	-0.12925063566278183	-0.2924477249223628	0.03394645359679915	24.343815601079886	0.10881884638076102	0.5167194908611449	WT_vs_msrA
P69924	0.10359941325091526	-0.027293450605050062	0.2344922771068806	26.270763336996783	0.10901996464120425	0.5168668838449606	WT_vs_msrA
P0AG99	0.14352921890548132	-0.038018063575947614	0.32507650138691024	26.707011851595443	0.10937428958894212	0.5177390437084035	WT_vs_msrA
P0AFG0	0.09825195085618077	-0.026160654832337996	0.22266455654469952	28.604505029737314	0.10971695824891199	0.5185533998731625	WT_vs_msrA
